Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,avg_wage
06511,STANDARD,,CT,,,,,,,,,29253
06510,,,,,,,,,,,,21551
06515,STANDARD,,,,,,,,,,,36717
10001,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,12534,16553,1031960117,82332.86397
10002,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,45236,70604,1394042364,30817.10063
10003,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,28817,36569,,0
10004,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,1967,2909,333623384,169610.2613
10005,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,4697,6293,791578339,168528.4946
10006,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,2236,2849,240075649,107368.3582
10007,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,3551,5396,1143186856,321933.7809
10008,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,550,732,27103411,49278.92909
10009,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31275,42731,1572036810,50264.96595
1001,STANDARD,AGAWAM,MA,PRIMARY,42.06,-72.61,NA-US-MA-AGAWAM,FALSE,8596,14021,337735143,39289.80258
10010,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,17401,22785,2084544435,119794.5196
10011,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,30434,38784,1264531973,41549.97611
10012,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,13415,17738,1529644615,114024.9433
10013,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,15981,24199,450956340,28218.28046
10014,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,19374,24292,,0
10015,STANDARD,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10016,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31673,40683,1412438620,44594.40596
10017,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,15803,19975,1685441363,106653.2534
10018,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,4416,5928,810026753,183429.9712
10019,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,24515,31889,,0
1002,STANDARD,AMHERST,MA,PRIMARY,42.37,-72.52,NA-US-MA-AMHERST,FALSE,10167,16532,415081243,40826.32468
10020,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,1134,1926,207363546,182860.2698
10021,STANDARD,NEW YORK,NY,PRIMARY,40.77,-73.95,NA-US-NY-NEW YORK,FALSE,29820,42627,1022024689,34273.1284
10022,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,20815,29014,731534552,35144.58573
10023,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,34334,48044,1270483799,37003.66398
10024,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31925,47261,1108944328,34735.92257
10025,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,47778,70190,1675737238,35073.40697
10026,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,16054,24221,647150670,40310.8677
10027,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,25372,37948,918919244,36217.84818
10028,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,25557,36525,964357485,37733.59491
10029,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31490,48403,1050141146,33348.40095
1003,PO BOX,AMHERST,MA,PRIMARY,42.37,-72.52,NA-US-MA-AMHERST,FALSE,,,,#DIV/0!
10030,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,11541,17771,345769267,29960.07859
10031,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,26900,40901,718068721,26694.0045
10032,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,29755,45758,754754912,25365.64987
10033,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,30134,45474,881087274,29238.97504
10034,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,20855,32614,604187876,28970.88832
10035,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,13067,20395,371898932,28460.92692
10036,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,17030,21944,1686575064,99035.5293
10037,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,9077,13151,302363285,33310.92707
10038,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,10679,15088,706843206,66190.01835
10039,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,11473,17839,314410796,27404.41001
1004,PO BOX,AMHERST,MA,PRIMARY,42.37,-72.52,NA-US-MA-AMHERST,FALSE,496,742,17272423,34823.43347
10040,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,21218,33218,609860211,28742.587
10041,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10043,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10044,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,4102,6218,245689719,59895.10458
10045,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10046,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74.01,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10047,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74.01,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10048,STANDARD,NEW YORK,NY,PRIMARY,40.71,-74.01,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
1005,STANDARD,BARRE,MA,PRIMARY,42.42,-72.1,NA-US-MA-BARRE,FALSE,2223,3935,93221235,41934.87854
10055,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10060,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10065,STANDARD,NEW YORK,NY,PRIMARY,40.76,-73.96,NA-US-NY-NEW YORK,FALSE,13458,18690,,0
10069,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,2205,3509,572476368,259626.4707
1007,STANDARD,BELCHERTOWN,MA,PRIMARY,42.27,-72.4,NA-US-MA-BELCHERTOWN,FALSE,7097,12895,342529324,48263.95998
10072,UNIQUE,NEW YORK,NY,PRIMARY,40.75,-73.99,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10075,STANDARD,NEW YORK,NY,PRIMARY,40.77,-73.95,NA-US-NY-NEW YORK,FALSE,11981,16912,1978398374,165127.9838
10079,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
1008,STANDARD,BLANDFORD,MA,PRIMARY,42.18,-72.93,NA-US-MA-BLANDFORD,FALSE,646,1153,27475763,42532.14087
10080,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10081,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10082,UNIQUE,NEW YORK,NY,PRIMARY,40.77,-73.98,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10087,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1009,PO BOX,BONDSVILLE,MA,PRIMARY,42.2,-72.34,NA-US-MA-BONDSVILLE,FALSE,659,1055,21809651,33095.0698
10090,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10094,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10095,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10096,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10098,STANDARD,NEW YORK,NY,PRIMARY,40.75,-73.99,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10099,STANDARD,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
1010,STANDARD,BRIMFIELD,MA,PRIMARY,42.11,-72.2,NA-US-MA-BRIMFIELD,FALSE,1852,3312,88271019,47662.53726
10101,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,345,431,18014111,52214.81449
10102,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10103,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10104,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10105,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,370,381,9531078,25759.67027
10106,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10107,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,474,598,102139661,215484.5169
10108,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,365,449,11728421,32132.66027
10109,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1011,STANDARD,CHESTER,MA,PRIMARY,42.28,-72.98,NA-US-MA-CHESTER,FALSE,582,1012,21936991,37692.4244
10110,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10111,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,760,1302,187418116,246602.7842
10112,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,257,395,10001124,38914.87938
10113,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,307,377,14693957,47863.05212
10114,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10115,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10116,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,785,1023,28843401,36743.18599
10117,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10118,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,281,391,40101226,142708.9893
10119,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1012,STANDARD,CHESTERFIELD,MA,PRIMARY,42.4,-72.85,NA-US-MA-CHESTERFIELD,FALSE,374,639,13500566,36097.77005
10120,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10121,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10122,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10123,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,355,445,27858854,78475.64507
10124,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10125,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10126,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10128,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,33085,47627,1297606355,39220.3825
10129,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1013,STANDARD,CHICOPEE,MA,PRIMARY,42.17,-72.57,NA-US-MA-CHICOPEE,FALSE,10321,16669,308247724,29866.0715
10130,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10131,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10132,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10133,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10138,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1014,PO BOX,CHICOPEE,MA,PRIMARY,42.17,-72.57,NA-US-MA-CHICOPEE,FALSE,,,,#DIV/0!
10149,UNIQUE,NEW YORK,NY,PRIMARY,40.76,-73.98,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10150,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,707,905,35570837,50312.35785
10151,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10152,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10153,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10154,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10155,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10156,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,259,319,11270928,43517.09653
10157,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10158,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10159,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,346,450,16220876,46881.14451
10160,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10161,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10162,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,736,1243,128332342,174364.5951
10163,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,1245,1807,112311653,90210.16305
10164,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10165,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,308,444,16558098,53760.05844
10166,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10167,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10168,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,276,427,44259055,160358.8949
10169,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10170,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,430,504,25806787,60015.78372
10171,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10172,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,370,602,45774827,123715.7486
10173,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10174,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10175,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10176,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10177,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10178,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10179,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10184,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10185,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,550,894,59219795,107672.3545
10196,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10197,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-74,NA-US-NY-NEW YORK,TRUE,,,,#DIV/0!
10199,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1020,STANDARD,CHICOPEE,MA,PRIMARY,42.17,-72.57,NA-US-MA-CHICOPEE,FALSE,15184,24570,513706179,33832.07185
10200,STANDARD,NEW YORK,NY,PRIMARY,40.77,73.95,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10203,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1021,PO BOX,CHICOPEE,MA,PRIMARY,42.17,-72.57,NA-US-MA-CHICOPEE,FALSE,328,509,9048762,27587.68902
10211,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10212,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10213,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1022,STANDARD,CHICOPEE,MA,PRIMARY,42.17,-72.57,NA-US-MA-CHICOPEE,FALSE,1158,1713,38014417,32827.64853
10242,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10249,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10256,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10257,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10258,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10259,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1026,STANDARD,CUMMINGTON,MA,PRIMARY,42.46,-72.9,NA-US-MA-CUMMINGTON,FALSE,520,865,15391058,29598.18846
10260,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10261,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10265,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10268,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10269,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1027,STANDARD,EASTHAMPTON,MA,PRIMARY,42.26,-72.68,NA-US-MA-EASTHAMPTON,FALSE,9614,15525,368520221,38331.62274
10270,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10271,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10272,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10273,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10274,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,527,947,9421238,17877.11195
10275,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10276,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,348,415,12309120,35371.03448
10277,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10278,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10279,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1028,STANDARD,EAST LONGMEADOW,MA,PRIMARY,42.06,-72.51,NA-US-MA-EAST LONGMEADOW,FALSE,7793,14024,408672864,52441.01938
10280,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,3826,5755,548083350,143252.3131
10281,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,1135,2180,193824120,170770.1498
10282,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,2229,3575,589887736,264642.3221
10285,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
10286,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1029,PO BOX,EAST OTIS,MA,PRIMARY,42.17,-73.03,NA-US-MA-EAST OTIS,FALSE,303,509,11342709,37434.68317
10292,UNIQUE,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,,,,#DIV/0!
1030,STANDARD,FEEDING HILLS,MA,PRIMARY,42.06,-72.67,NA-US-MA-FEEDING HILLS,FALSE,5881,10449,270491031,45994.0539
10301,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,16438,26662,753496359,45838.68834
10302,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,7203,12355,278868142,38715.55491
10303,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,10793,18615,403112821,37349.46919
10304,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,18163,31225,799085433,43995.23388
10305,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,18275,31760,828916882,45357.96892
10306,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,26184,45786,1311461515,50086.37011
10307,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,5963,10873,361115820,60559.41976
10308,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,13032,23052,677069940,51954.41529
10309,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,13982,25371,805824216,57632.97211
1031,STANDARD,GILBERTVILLE,MA,PRIMARY,42.35,-72.21,NA-US-MA-GILBERTVILLE,FALSE,555,932,17660731,31821.13694
10310,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,10159,17604,465022586,45774.44493
10311,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,,,,#DIV/0!
10312,STANDARD,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,28383,50774,1544733562,54424.60494
10313,PO BOX,STATEN ISLAND,NY,PRIMARY,40.58,-74.14,NA-US-NY-STATEN ISLAND,FALSE,,,,#DIV/0!
