Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,avg_wage
63147,STANDARD,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,4835,7834,108213381,22381.2577
63150,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63151,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63155,STANDARD,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63156,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63157,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63158,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63160,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63163,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63164,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63166,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,309,459,16623605,53798.07443
63167,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63169,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63171,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63177,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63178,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,315,462,8019927,25460.08571
63179,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63180,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63182,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63188,PO BOX,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63190,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.62,-90.19,NA-US-MO-SAINT LOUIS,TRUE,,,,#DIV/0!
63195,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63196,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.62,-90.2,NA-US-MO-SAINT LOUIS,TRUE,,,,#DIV/0!
63197,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
63198,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.65,-90.56,NA-US-MO-SAINT LOUIS,TRUE,,,,#DIV/0!
63199,UNIQUE,SAINT LOUIS,MO,PRIMARY,38.63,-90.24,NA-US-MO-SAINT LOUIS,FALSE,,,,#DIV/0!
6320,STANDARD,NEW LONDON,CT,PRIMARY,41.35,-72.1,NA-US-CT-NEW LONDON,FALSE,12745,19438,384585195,30175.37819
6330,STANDARD,BALTIC,CT,PRIMARY,41.64,-72.07,NA-US-CT-BALTIC,FALSE,1388,2420,55740719,40159.01945
63301,STANDARD,SAINT CHARLES,MO,PRIMARY,38.79,-90.51,NA-US-MO-SAINT CHARLES,FALSE,22918,37910,891203672,38886.62501
63302,PO BOX,SAINT CHARLES,MO,PRIMARY,38.79,-90.51,NA-US-MO-SAINT CHARLES,FALSE,369,560,11861947,32146.19783
63303,STANDARD,SAINT CHARLES,MO,PRIMARY,38.79,-90.51,NA-US-MO-SAINT CHARLES,FALSE,23033,39592,1146268281,49766.34746
63304,STANDARD,SAINT CHARLES,MO,PRIMARY,38.79,-90.51,NA-US-MO-SAINT CHARLES,FALSE,19688,36489,1154461833,58637.84198
6331,STANDARD,CANTERBURY,CT,PRIMARY,41.7,-71.96,NA-US-CT-CANTERBURY,FALSE,2533,4503,112379534,44366.18002
6332,PO BOX,CENTRAL VILLAGE,CT,PRIMARY,41.7,-71.94,NA-US-CT-CENTRAL VILLAGE,FALSE,499,822,16686666,33440.21242
6333,STANDARD,EAST LYME,CT,PRIMARY,41.38,-72.24,NA-US-CT-EAST LYME,FALSE,3349,6255,231424720,69102.63362
63330,STANDARD,ANNADA,MO,PRIMARY,39.26,-90.82,NA-US-MO-ANNADA,FALSE,,,,#DIV/0!
63332,STANDARD,AUGUSTA,MO,PRIMARY,38.57,-90.88,NA-US-MO-AUGUSTA,FALSE,684,1267,30982162,45295.55848
63333,STANDARD,BELLFLOWER,MO,PRIMARY,39,-91.35,NA-US-MO-BELLFLOWER,FALSE,350,632,8551538,24432.96571
63334,STANDARD,BOWLING GREEN,MO,PRIMARY,39.33,-91.19,NA-US-MO-BOWLING GREEN,FALSE,2888,5159,82737042,28648.56025
63336,STANDARD,CLARKSVILLE,MO,PRIMARY,39.37,-90.9,NA-US-MO-CLARKSVILLE,FALSE,544,959,13998639,25732.79228
63338,PO BOX,COTTLEVILLE,MO,PRIMARY,38.75,-90.65,NA-US-MO-COTTLEVILLE,FALSE,,,,#DIV/0!
63339,STANDARD,CURRYVILLE,MO,PRIMARY,39.34,-91.34,NA-US-MO-CURRYVILLE,FALSE,424,779,11195811,26405.21462
6334,PO BOX,BOZRAH,CT,PRIMARY,41.54,-72.17,NA-US-CT-BOZRAH,FALSE,1304,2240,60981563,46765.0023
63341,STANDARD,DEFIANCE,MO,PRIMARY,38.63,-90.78,NA-US-MO-DEFIANCE,FALSE,1738,3278,109058690,62749.53395
63342,PO BOX,DUTZOW,MO,PRIMARY,38.6,-90.99,NA-US-MO-DUTZOW,FALSE,,,,#DIV/0!
63343,STANDARD,ELSBERRY,MO,PRIMARY,39.17,-90.78,NA-US-MO-ELSBERRY,FALSE,1969,3572,56903563,28899.72727
63344,STANDARD,EOLIA,MO,PRIMARY,39.23,-91.01,NA-US-MO-EOLIA,FALSE,736,1351,25825891,35089.52582
63345,STANDARD,FARBER,MO,PRIMARY,39.27,-91.57,NA-US-MO-FARBER,FALSE,,,,#DIV/0!
63346,PO BOX,FLINTHILL,MO,PRIMARY,38.8,-90.82,NA-US-MO-FLINTHILL,FALSE,,,,#DIV/0!
63347,STANDARD,FOLEY,MO,PRIMARY,39.04,-90.74,NA-US-MO-FOLEY,FALSE,1369,2497,44992067,32864.91381
63348,STANDARD,FORISTELL,MO,PRIMARY,38.81,-90.96,NA-US-MO-FORISTELL,FALSE,2928,5470,140888381,48117.61646
63349,STANDARD,HAWK POINT,MO,PRIMARY,38.97,-91.13,NA-US-MO-HAWK POINT,FALSE,869,1642,30398195,34980.66168
6335,STANDARD,GALES FERRY,CT,PRIMARY,41.46,-72.09,NA-US-CT-GALES FERRY,FALSE,3390,6197,176273937,51998.2115
63350,STANDARD,HIGH HILL,MO,PRIMARY,38.87,-91.37,NA-US-MO-HIGH HILL,FALSE,,,,#DIV/0!
63351,STANDARD,JONESBURG,MO,PRIMARY,38.85,-91.3,NA-US-MO-JONESBURG,FALSE,856,1512,26345382,30777.31542
63352,STANDARD,LADDONIA,MO,PRIMARY,39.24,-91.64,NA-US-MO-LADDONIA,FALSE,517,914,12562853,24299.52224
63353,STANDARD,LOUISIANA,MO,PRIMARY,39.44,-91.05,NA-US-MO-LOUISIANA,FALSE,2142,3710,54654488,25515.63399
63357,STANDARD,MARTHASVILLE,MO,PRIMARY,38.62,-91.05,NA-US-MO-MARTHASVILLE,FALSE,2634,4788,109613296,41614.76689
63359,STANDARD,MIDDLETOWN,MO,PRIMARY,39.12,-91.41,NA-US-MO-MIDDLETOWN,FALSE,630,1168,16937635,26885.13492
6336,STANDARD,GILMAN,CT,PRIMARY,41.58,-72.12,NA-US-CT-GILMAN,FALSE,,,,#DIV/0!
63361,STANDARD,MONTGOMERY CITY,MO,PRIMARY,38.97,-91.5,NA-US-MO-MONTGOMERY CITY,FALSE,2060,3619,56120325,27242.87621
63362,STANDARD,MOSCOW MILLS,MO,PRIMARY,38.94,-90.91,NA-US-MO-MOSCOW MILLS,FALSE,2763,5071,101182981,36620.69526
63363,STANDARD,NEW FLORENCE,MO,PRIMARY,38.9,-91.44,NA-US-MO-NEW FLORENCE,FALSE,750,1323,19158621,25544.828
63365,PO BOX,NEW MELLE,MO,PRIMARY,38.71,-90.88,NA-US-MO-NEW MELLE,FALSE,,,,#DIV/0!
63366,STANDARD,O FALLON,MO,PRIMARY,38.78,-90.7,NA-US-MO-O FALLON,FALSE,22476,41184,1044031923,46450.9665
63367,STANDARD,LAKE SAINT LOUIS,MO,PRIMARY,38.78,-90.78,NA-US-MO-LAKE SAINT LOUIS,FALSE,8956,16536,514090903,57401.84268
63368,STANDARD,O FALLON,MO,PRIMARY,38.78,-90.7,NA-US-MO-O FALLON,FALSE,18115,35097,1060020475,58516.17306
63369,STANDARD,OLD MONROE,MO,PRIMARY,38.93,-90.74,NA-US-MO-OLD MONROE,FALSE,1073,1976,40387736,37640.01491
63370,PO BOX,OLNEY,MO,PRIMARY,39.08,-91.24,NA-US-MO-OLNEY,FALSE,,,,#DIV/0!
63373,STANDARD,PORTAGE DES SIOUX,MO,PRIMARY,38.92,-90.34,NA-US-MO-PORTAGE DES SIOUX,FALSE,329,575,11220571,34105.07903
63376,STANDARD,SAINT PETERS,MO,PRIMARY,38.77,-90.6,NA-US-MO-SAINT PETERS,FALSE,35456,63056,1619900964,45687.64
63377,STANDARD,SILEX,MO,PRIMARY,39.12,-91.05,NA-US-MO-SILEX,FALSE,1005,1876,34303093,34132.43085
63378,PO BOX,TRELOAR,MO,PRIMARY,38.64,-91.18,NA-US-MO-TRELOAR,FALSE,,,,#DIV/0!
63379,STANDARD,TROY,MO,PRIMARY,38.97,-90.98,NA-US-MO-TROY,FALSE,10240,19199,396512464,38721.92031
6338,PO BOX,MASHANTUCKET,CT,PRIMARY,41.35,-72.09,NA-US-CT-MASHANTUCKET,FALSE,,,,#DIV/0!
63381,STANDARD,TRUXTON,MO,PRIMARY,39,-91.24,NA-US-MO-TRUXTON,FALSE,,,,#DIV/0!
63382,STANDARD,VANDALIA,MO,PRIMARY,39.3,-91.49,NA-US-MO-VANDALIA,FALSE,1649,2893,40197326,24376.78957
63383,STANDARD,WARRENTON,MO,PRIMARY,38.82,-91.14,NA-US-MO-WARRENTON,FALSE,7088,12737,231374008,32643.05982
63384,STANDARD,WELLSVILLE,MO,PRIMARY,39.07,-91.56,NA-US-MO-WELLSVILLE,FALSE,833,1502,19706748,23657.56062
63385,STANDARD,WENTZVILLE,MO,PRIMARY,38.81,-90.85,NA-US-MO-WENTZVILLE,FALSE,15068,29286,766509419,50870.01719
63386,STANDARD,WEST ALTON,MO,PRIMARY,38.86,-90.22,NA-US-MO-WEST ALTON,FALSE,289,484,9701702,33569.90311
63387,PO BOX,WHITESIDE,MO,PRIMARY,39.18,-91.01,NA-US-MO-WHITESIDE,FALSE,,,,#DIV/0!
63388,STANDARD,WILLIAMSBURG,MO,PRIMARY,38.91,-91.7,NA-US-MO-WILLIAMSBURG,FALSE,352,626,9295124,26406.60227
63389,STANDARD,WINFIELD,MO,PRIMARY,38.99,-90.73,NA-US-MO-WINFIELD,FALSE,2811,5164,100540551,35766.82711
6339,STANDARD,LEDYARD,CT,PRIMARY,41.44,-71.99,NA-US-CT-LEDYARD,FALSE,4233,7346,205565353,48562.56863
63390,STANDARD,WRIGHT CITY,MO,PRIMARY,38.82,-91.02,NA-US-MO-WRIGHT CITY,FALSE,4405,7974,152334761,34582.23859
6340,STANDARD,GROTON,CT,PRIMARY,41.32,-72.07,NA-US-CT-GROTON,FALSE,13650,22778,538819920,39473.98681
63401,STANDARD,HANNIBAL,MO,PRIMARY,39.7,-91.38,NA-US-MO-HANNIBAL,FALSE,9764,17161,299339560,30657.47235
63430,STANDARD,ALEXANDRIA,MO,PRIMARY,40.35,-91.45,NA-US-MO-ALEXANDRIA,FALSE,286,500,6774562,23687.27972
63431,STANDARD,ANABEL,MO,PRIMARY,39.75,-92.35,NA-US-MO-ANABEL,FALSE,,,,#DIV/0!
63432,STANDARD,ARBELA,MO,PRIMARY,40.46,-92.01,NA-US-MO-ARBELA,FALSE,,,,#DIV/0!
63433,STANDARD,ASHBURN,MO,PRIMARY,39.54,-91.17,NA-US-MO-ASHBURN,FALSE,,,,#DIV/0!
63434,STANDARD,BETHEL,MO,PRIMARY,39.87,-92.02,NA-US-MO-BETHEL,FALSE,262,479,5759705,21983.60687
63435,STANDARD,CANTON,MO,PRIMARY,40.12,-91.52,NA-US-MO-CANTON,FALSE,1566,2821,43650024,27873.57854
63436,STANDARD,CENTER,MO,PRIMARY,39.5,-91.52,NA-US-MO-CENTER,FALSE,557,990,14450527,25943.49551
63437,STANDARD,CLARENCE,MO,PRIMARY,39.74,-92.26,NA-US-MO-CLARENCE,FALSE,706,1261,15178971,21499.95892
63438,STANDARD,DURHAM,MO,PRIMARY,39.95,-91.67,NA-US-MO-DURHAM,FALSE,,,,#DIV/0!
63439,STANDARD,EMDEN,MO,PRIMARY,39.79,-91.86,NA-US-MO-EMDEN,FALSE,,,,#DIV/0!
63440,STANDARD,EWING,MO,PRIMARY,40,-91.71,NA-US-MO-EWING,FALSE,601,1136,17235200,28677.53744
63441,STANDARD,FRANKFORD,MO,PRIMARY,39.49,-91.32,NA-US-MO-FRANKFORD,FALSE,523,948,16312556,31190.35564
63442,STANDARD,GRANGER,MO,PRIMARY,40.46,-91.97,NA-US-MO-GRANGER,FALSE,,,,#DIV/0!
63443,STANDARD,HUNNEWELL,MO,PRIMARY,39.66,-91.85,NA-US-MO-HUNNEWELL,FALSE,,,,#DIV/0!
63445,STANDARD,KAHOKA,MO,PRIMARY,40.42,-91.71,NA-US-MO-KAHOKA,FALSE,1782,3213,48279200,27092.70483
63446,STANDARD,KNOX CITY,MO,PRIMARY,40.14,-92.01,NA-US-MO-KNOX CITY,FALSE,280,512,4117001,14703.575
63447,STANDARD,LA BELLE,MO,PRIMARY,40.11,-91.91,NA-US-MO-LA BELLE,FALSE,475,802,10990069,23136.98737
63448,STANDARD,LA GRANGE,MO,PRIMARY,40.03,-91.52,NA-US-MO-LA GRANGE,FALSE,750,1316,21319745,28426.32667
63450,STANDARD,LENTNER,MO,PRIMARY,39.72,-92.14,NA-US-MO-LENTNER,FALSE,,,,#DIV/0!
63451,STANDARD,LEONARD,MO,PRIMARY,39.89,-92.18,NA-US-MO-LEONARD,FALSE,,,,#DIV/0!
63452,STANDARD,LEWISTOWN,MO,PRIMARY,40.08,-91.81,NA-US-MO-LEWISTOWN,FALSE,511,918,13662382,26736.55969
63453,STANDARD,LURAY,MO,PRIMARY,40.45,-91.88,NA-US-MO-LURAY,FALSE,,,,#DIV/0!
63454,STANDARD,MAYWOOD,MO,PRIMARY,39.95,-91.6,NA-US-MO-MAYWOOD,FALSE,422,815,14354390,34015.14218
63456,STANDARD,MONROE CITY,MO,PRIMARY,39.65,-91.73,NA-US-MO-MONROE CITY,FALSE,1936,3486,55341703,28585.59039
63457,STANDARD,MONTICELLO,MO,PRIMARY,40.11,-91.71,NA-US-MO-MONTICELLO,FALSE,,,,#DIV/0!
63458,STANDARD,NEWARK,MO,PRIMARY,39.99,-91.97,NA-US-MO-NEWARK,FALSE,,,,#DIV/0!
63459,STANDARD,NEW LONDON,MO,PRIMARY,39.58,-91.39,NA-US-MO-NEW LONDON,FALSE,1860,3489,64472407,34662.58441
63460,STANDARD,NOVELTY,MO,PRIMARY,40.01,-92.2,NA-US-MO-NOVELTY,FALSE,,,,#DIV/0!
63461,STANDARD,PALMYRA,MO,PRIMARY,39.79,-91.52,NA-US-MO-PALMYRA,FALSE,2678,4885,83359101,31127.37155
63462,STANDARD,PERRY,MO,PRIMARY,39.43,-91.66,NA-US-MO-PERRY,FALSE,736,1314,19603898,26635.73098
63463,STANDARD,PHILADELPHIA,MO,PRIMARY,39.83,-91.73,NA-US-MO-PHILADELPHIA,FALSE,281,537,7572230,26947.43772
63464,STANDARD,PLEVNA,MO,PRIMARY,39.97,-92.08,NA-US-MO-PLEVNA,FALSE,,,,#DIV/0!
63465,STANDARD,REVERE,MO,PRIMARY,40.49,-91.67,NA-US-MO-REVERE,FALSE,,,,#DIV/0!
63466,PO BOX,SAINT PATRICK,MO,PRIMARY,40.31,-91.66,NA-US-MO-SAINT PATRICK,FALSE,,,,#DIV/0!
63467,PO BOX,SAVERTON,MO,PRIMARY,39.64,-91.26,NA-US-MO-SAVERTON,FALSE,,,,#DIV/0!
63468,STANDARD,SHELBINA,MO,PRIMARY,39.69,-92.03,NA-US-MO-SHELBINA,FALSE,1279,2272,30456169,23812.48554
63469,STANDARD,SHELBYVILLE,MO,PRIMARY,39.8,-92.03,NA-US-MO-SHELBYVILLE,FALSE,576,1032,12751737,22138.43229
63471,STANDARD,TAYLOR,MO,PRIMARY,39.93,-91.52,NA-US-MO-TAYLOR,FALSE,296,525,7692971,25989.76689
63472,STANDARD,WAYLAND,MO,PRIMARY,40.39,-91.58,NA-US-MO-WAYLAND,FALSE,,,,#DIV/0!
63473,STANDARD,WILLIAMSTOWN,MO,PRIMARY,40.2,-91.86,NA-US-MO-WILLIAMSTOWN,FALSE,,,,#DIV/0!
63474,STANDARD,WYACONDA,MO,PRIMARY,40.39,-91.92,NA-US-MO-WYACONDA,FALSE,,,,#DIV/0!
6349,PO BOX,GROTON,CT,PRIMARY,41.32,-72.07,NA-US-CT-GROTON,FALSE,510,547,8630090,16921.7451
6350,PO BOX,HANOVER,CT,PRIMARY,41.62,-72.07,NA-US-CT-HANOVER,FALSE,,,,#DIV/0!
63501,STANDARD,KIRKSVILLE,MO,PRIMARY,40.19,-92.57,NA-US-MO-KIRKSVILLE,FALSE,7867,13378,215407950,27381.2063
6351,STANDARD,JEWETT CITY,CT,PRIMARY,41.6,-71.98,NA-US-CT-JEWETT CITY,FALSE,7952,13771,339228486,42659.51786
6353,STANDARD,MONTVILLE,CT,PRIMARY,41.44,-72.12,NA-US-CT-MONTVILLE,FALSE,260,407,8978029,34530.88077
63530,STANDARD,ATLANTA,MO,PRIMARY,39.89,-92.47,NA-US-MO-ATLANTA,FALSE,426,763,9396714,22058.01408
63531,STANDARD,BARING,MO,PRIMARY,40.24,-92.2,NA-US-MO-BARING,FALSE,,,,#DIV/0!
63532,STANDARD,BEVIER,MO,PRIMARY,39.74,-92.56,NA-US-MO-BEVIER,FALSE,607,1082,14533303,23942.83855
63533,STANDARD,BRASHEAR,MO,PRIMARY,40.14,-92.37,NA-US-MO-BRASHEAR,FALSE,361,679,8594278,23806.86427
63534,STANDARD,CALLAO,MO,PRIMARY,39.76,-92.62,NA-US-MO-CALLAO,FALSE,357,650,8498989,23806.69188
63535,STANDARD,COATSVILLE,MO,PRIMARY,40.58,-92.63,NA-US-MO-COATSVILLE,FALSE,,,,#DIV/0!
63536,STANDARD,DOWNING,MO,PRIMARY,40.48,-92.36,NA-US-MO-DOWNING,FALSE,324,615,6327045,19527.91667
63537,STANDARD,EDINA,MO,PRIMARY,40.16,-92.17,NA-US-MO-EDINA,FALSE,843,1501,16830700,19965.24318
63538,STANDARD,ELMER,MO,PRIMARY,39.95,-92.64,NA-US-MO-ELMER,FALSE,,,,#DIV/0!
63539,STANDARD,ETHEL,MO,PRIMARY,39.89,-92.74,NA-US-MO-ETHEL,FALSE,,,,#DIV/0!
6354,STANDARD,MOOSUP,CT,PRIMARY,41.71,-71.87,NA-US-CT-MOOSUP,FALSE,2619,4561,101944212,38924.8614
63540,STANDARD,GIBBS,MO,PRIMARY,40.09,-92.41,NA-US-MO-GIBBS,FALSE,,,,#DIV/0!
63541,STANDARD,GLENWOOD,MO,PRIMARY,40.52,-92.57,NA-US-MO-GLENWOOD,FALSE,,,,#DIV/0!
63543,STANDARD,GORIN,MO,PRIMARY,40.35,-92,NA-US-MO-GORIN,FALSE,,,,#DIV/0!
63544,STANDARD,GREEN CASTLE,MO,PRIMARY,40.26,-92.87,NA-US-MO-GREEN CASTLE,FALSE,339,640,7140159,21062.41593
63545,STANDARD,GREEN CITY,MO,PRIMARY,40.26,-92.95,NA-US-MO-GREEN CITY,FALSE,494,878,11484998,23248.98381
63546,STANDARD,GREENTOP,MO,PRIMARY,40.35,-92.56,NA-US-MO-GREENTOP,FALSE,674,1262,15535816,23050.17211
63547,STANDARD,HURDLAND,MO,PRIMARY,40.15,-92.3,NA-US-MO-HURDLAND,FALSE,,,,#DIV/0!
63548,STANDARD,LANCASTER,MO,PRIMARY,40.52,-92.53,NA-US-MO-LANCASTER,FALSE,575,1036,12854714,22356.02435
63549,STANDARD,LA PLATA,MO,PRIMARY,40.02,-92.49,NA-US-MO-LA PLATA,FALSE,1069,1962,24232893,22668.7493
6355,STANDARD,MYSTIC,CT,PRIMARY,41.35,-71.97,NA-US-CT-MYSTIC,FALSE,6790,11444,365984156,53900.4648
63551,STANDARD,LIVONIA,MO,PRIMARY,40.49,-92.69,NA-US-MO-LIVONIA,FALSE,,,,#DIV/0!
63552,STANDARD,MACON,MO,PRIMARY,39.73,-92.47,NA-US-MO-MACON,FALSE,3674,6457,99580553,27104.12439
63555,STANDARD,MEMPHIS,MO,PRIMARY,40.46,-92.16,NA-US-MO-MEMPHIS,FALSE,1405,2519,30823692,21938.57082
63556,STANDARD,MILAN,MO,PRIMARY,40.2,-93.12,NA-US-MO-MILAN,FALSE,1574,2856,40457270,25703.47522
63557,STANDARD,NEW BOSTON,MO,PRIMARY,39.95,-92.88,NA-US-MO-NEW BOSTON,FALSE,,,,#DIV/0!
63558,STANDARD,NEW CAMBRIA,MO,PRIMARY,39.77,-92.75,NA-US-MO-NEW CAMBRIA,FALSE,354,622,7714133,21791.33616
63559,STANDARD,NOVINGER,MO,PRIMARY,40.23,-92.7,NA-US-MO-NOVINGER,FALSE,593,1096,14406988,24295.08938
63560,STANDARD,POLLOCK,MO,PRIMARY,40.35,-93.08,NA-US-MO-POLLOCK,FALSE,,,,#DIV/0!
63561,STANDARD,QUEEN CITY,MO,PRIMARY,40.41,-92.57,NA-US-MO-QUEEN CITY,FALSE,493,909,10131338,20550.38134
63563,STANDARD,RUTLEDGE,MO,PRIMARY,40.31,-92.08,NA-US-MO-RUTLEDGE,FALSE,,,,#DIV/0!
63565,STANDARD,UNIONVILLE,MO,PRIMARY,40.47,-93,NA-US-MO-UNIONVILLE,FALSE,1646,2992,36130205,21950.3068
63566,STANDARD,WINIGAN,MO,PRIMARY,40.05,-92.9,NA-US-MO-WINIGAN,FALSE,,,,#DIV/0!
63567,STANDARD,WORTHINGTON,MO,PRIMARY,40.4,-92.68,NA-US-MO-WORTHINGTON,FALSE,,,,#DIV/0!
6357,STANDARD,NIANTIC,CT,PRIMARY,41.32,-72.19,NA-US-CT-NIANTIC,FALSE,5728,9545,260089264,45406.64525
6359,STANDARD,NORTH STONINGTON,CT,PRIMARY,41.44,-71.89,NA-US-CT-NORTH STONINGTON,FALSE,2709,4802,134307120,49578.11739
636,PO BOX,ROSARIO,PR,PRIMARY,18.15,-67.06,NA-US-PR-ROSARIO,FALSE,,,,#DIV/0!
6360,STANDARD,NORWICH,CT,PRIMARY,41.55,-72.08,NA-US-CT-NORWICH,FALSE,18290,29516,638617183,34916.19371
63601,STANDARD,PARK HILLS,MO,PRIMARY,37.84,-90.52,NA-US-MO-PARK HILLS,FALSE,6964,12633,192483650,27639.81189
63620,STANDARD,ANNAPOLIS,MO,PRIMARY,37.35,-90.69,NA-US-MO-ANNAPOLIS,FALSE,520,989,13382268,25735.13077
63621,STANDARD,ARCADIA,MO,PRIMARY,37.58,-90.62,NA-US-MO-ARCADIA,FALSE,532,975,14020410,26354.15414
63622,STANDARD,BELGRADE,MO,PRIMARY,37.78,-90.84,NA-US-MO-BELGRADE,FALSE,382,731,9632911,25217.0445
63623,STANDARD,BELLEVIEW,MO,PRIMARY,37.68,-90.75,NA-US-MO-BELLEVIEW,FALSE,338,615,8891896,26307.38462
63624,STANDARD,BISMARCK,MO,PRIMARY,37.76,-90.62,NA-US-MO-BISMARCK,FALSE,1397,2593,36968350,26462.67001
63625,STANDARD,BLACK,MO,PRIMARY,37.53,-90.93,NA-US-MO-BLACK,FALSE,,,,#DIV/0!
63626,STANDARD,BLACKWELL,MO,PRIMARY,38.04,-90.62,NA-US-MO-BLACKWELL,FALSE,375,729,11866843,31644.91467
63627,STANDARD,BLOOMSDALE,MO,PRIMARY,38.01,-90.21,NA-US-MO-BLOOMSDALE,FALSE,1284,2408,48546487,37808.7905
63628,STANDARD,BONNE TERRE,MO,PRIMARY,37.92,-90.54,NA-US-MO-BONNE TERRE,FALSE,5644,10369,172283107,30525.00124
63629,STANDARD,BUNKER,MO,PRIMARY,37.45,-91.21,NA-US-MO-BUNKER,FALSE,499,964,12172336,24393.45892
63630,STANDARD,CADET,MO,PRIMARY,37.98,-90.68,NA-US-MO-CADET,FALSE,1622,3112,42014296,25902.77189
63631,STANDARD,CALEDONIA,MO,PRIMARY,37.76,-90.77,NA-US-MO-CALEDONIA,FALSE,331,631,9628403,29088.83082
63632,PO BOX,CASCADE,MO,PRIMARY,37.29,-90.27,NA-US-MO-CASCADE,FALSE,,,,#DIV/0!
63633,STANDARD,CENTERVILLE,MO,PRIMARY,37.43,-90.96,NA-US-MO-CENTERVILLE,FALSE,,,,#DIV/0!
63636,STANDARD,DES ARC,MO,PRIMARY,37.28,-90.63,NA-US-MO-DES ARC,FALSE,,,,#DIV/0!
63637,STANDARD,DOE RUN,MO,PRIMARY,37.74,-90.5,NA-US-MO-DOE RUN,FALSE,520,966,13933196,26794.60769
63638,STANDARD,ELLINGTON,MO,PRIMARY,37.23,-90.97,NA-US-MO-ELLINGTON,FALSE,1122,2092,31723973,28274.48574
63640,STANDARD,FARMINGTON,MO,PRIMARY,37.78,-90.42,NA-US-MO-FARMINGTON,FALSE,10293,18389,325631608,31636.21957
63645,STANDARD,FREDERICKTOWN,MO,PRIMARY,37.56,-90.29,NA-US-MO-FREDERICKTOWN,FALSE,4676,8598,126742196,27104.83234
63648,STANDARD,IRONDALE,MO,PRIMARY,37.83,-90.67,NA-US-MO-IRONDALE,FALSE,605,1159,17188014,28409.9405
6365,STANDARD,PRESTON,CT,PRIMARY,41.55,-71.99,NA-US-CT-PRESTON,FALSE,2389,4233,104310800,43662.95521
63650,STANDARD,IRONTON,MO,PRIMARY,37.59,-90.63,NA-US-MO-IRONTON,FALSE,1697,3118,45518302,26822.80613
63651,PO BOX,KNOB LICK,MO,PRIMARY,37.68,-90.38,NA-US-MO-KNOB LICK,FALSE,,,,#DIV/0!
63653,STANDARD,LEADWOOD,MO,PRIMARY,37.86,-90.58,NA-US-MO-LEADWOOD,FALSE,453,821,10730879,23688.47461
